"UserId","ProductId","Rating"
"AWXNJ01KHLU3B","B000050B6U",5
"A1IU7S4HCK1XK0","B000050B75",5
"A281NPSIMI1C2R","B000050FET",5
"AY62MSYT6Q9JF","B000050FET",5
"A2DG0MT6A0EYXI","B000052WY7",2
"A2QE9FT13SXK92","B000052WY7",5
"ARGDPRYFGTAVS","B000052WY7",5
"A10G2HJL0VSWET","B000052WYD",3
"A12LN1UTGCPU4R","B000052WYD",5
"A18Z7ICRLVHBBP","B000052WYD",5
"A1PD2IY2BKCMSA","B000052WYD",2
"A1XOQU117PKOHN","B000052WYD",2
"A21TOLI6QZZN72","B000052WYD",4
"A29B2TOMJOUES3","B000052WYD",5
"A2DVCR7ITSBDUR","B000052WYD",3
"A2E50C4GOXL0E1","B000052WYD",3
"A2F09EWKV3MTO2","B000052WYD",3
"A2JEGR5ASS6OE3","B000052WYD",3
"A3977OZLNA8LCB","B000052WYD",5
"A3Q8YGI0NDH78K","B000052WYD",2
"A5A9N3HZT14KD","B000052WYD",4
"A96FRN3LGYUX9","B000052WYD",3
"ADMPGWBF0BC9W","B000052WYD",4
"AEE64QQUQZ5XA","B000052WYD",4
"AKMEY1BSHSDG7","B000052WYD",1
"AOQZ84T71MF85","B000052WYD",5
"AT67ET6XVBMLO","B000052WYD",5
"A1A7U8OF2UR6WL","B000052WYL",4
"A1RK5GJ4M1OWAF","B000052WYL",5
"A281NPSIMI1C2R","B000052WYL",4
"A2FN4ABZQRR9GE","B000052WYL",2
"A3315AAN855HYG","B000052WYL",5
"A3J39RV0LQHXCP","B000052WYL",4
"AAH8M8ULI36DE","B000052WYL",3
"AHP55PFHJL0H8","B000052WYL",5
"A1YOAHJAQ3KNDZ","B000052WYN",3
"A240W3C2Z3WQCQ","B000052WYN",5
"A2JEGR5ASS6OE3","B000052WYN",1
"A2T006AT1GONGJ","B000052WYN",5
"A37IRE9GZ0CZ7I","B000052WYN",1
"A39EZGVE8HIESM","B000052WYN",5
"A3BFDEBT5IV4UN","B000052WYN",5
"A3TG7B7FLB8E12","B000052WYN",5
"A3V7K5L1134ZO3","B000052WYN",5
"AN020YF8L8ITR","B000052WYN",4
"AWGD8WG6ZFM83","B000052WYN",1
"A17BUXSHOUOP4M","B000052X9G",1
"A3HLUZYBO1S49X","B000052X9G",4
"A3VBF1J95ROAYF","B000052X9G",1
"A1HBTW5M7ZZ9PT","B000052XW5",4
"A1LNISCJBDOHXW","B000052XW5",3
"A1VR3AUXR1950S","B000052XW5",3
"A1ZHJZCNL7O908","B000052XW5",5
"A21P8RKP4HRO1W","B000052XW5",5
"A2SE5EJ7B6Z8NP","B000052XYQ",5
"A37IRE9GZ0CZ7I","B000052XYQ",5
"A20ETYDYHBS65I","B000052XZP",5
"A22TV0I07S8ZYC","B000052XZP",1
"A2DG0MT6A0EYXI","B000052XZP",4
"A2SRVDDDOQ8QJL","B000052XZP",5
"A33PVCHCQ2BTN0","B000052XZP",5
"A3CTOYWB73TMM0","B000052XZP",5
"A3EV788FCRKQYM","B000052XZP",5
"ADLVFFE4VBT8","B000052XZP",5
"ARF6NZ2PH6MCB","B000052XZP",4
"A1WLVR8F7C8X9Q","B000052XZX",3
"A2P99LRDXBF8NF","B000052XZX",4
"A2SRVDDDOQ8QJL","B000052XZX",5
"A3VU2J7G0U35AU","B000052XZX",5
"AS2J6F9MTSDMK","B000052XZX",4
"A112TFLXGBF6NI","B000052Y33",4
"A281NPSIMI1C2R","B000052Y33",5
"A2J6W7OS5EAXCJ","B000052Y33",5
"A2Y2BV6ZG5F6PM","B000052Y5F",4
"A1SQW9H85UVYNU","B000052Y6Z",4
"ABC68JUCPTVOE","B000052Y6Z",5
"A10UHQH1YL5Q6B","B000052YE1",5
"A1KSC91G9AIY2Z","B000052YJC",3
"A2D3BPW2PIP3NN","B000052YJC",5
"A3FS3FJPD3RJTD","B000052YJC",5
"A68J3YO34TUOV","B000052YJC",4
"A291HTT117RVS9","B000052YJH",4
"A29R6Z6BX392JM","B000052YJH",5
"A2RTUUUQFLALVN","B000052YJH",5
"A2T5TQ3G23JJ47","B000052YJH",5
"A2UFK2U9HUZ10A","B000052YJH",3
"A3Q7SFSS99ELLM","B000052YJH",5
"A3UKWQS8SRW6IO","B000052YJH",5
"A68J3YO34TUOV","B000052YJH",4
"AJJQCWJ8AV6OO","B000052YJH",5
"A19SDJ2TSSL8HI","B000052YJM",5
"A1DBQHU8GY6VOP","B000052YJM",5
"A26WHR1IP0A250","B000052YJM",5
"A2CHH5P055A0KL","B000052YJM",5
"A2NIUVVH46ZDTH","B000052YJM",5
"A2OYOVE5A5TJ9K","B000052YJM",5
"A2RTUUUQFLALVN","B000052YJM",5
"A2WW57XX2UVLM6","B000052YJM",4
"A2ZJF26DWW28MO","B000052YJM",5
"A34BZM6S9L7QI4","B000052YJM",4
"A3J1XDOKRNRA6M","B000052YJM",5
"A3SB0E24F7LK46","B000052YJM",5
"A3UB7SA13JT5A1","B000052YJM",2
"AE7V92R2LVEJF","B000052YJM",5
"AIZDL9P2PJN30","B000052YJM",5
"APYKGTU0LFICH","B000052YJM",2
"A2Y4S4CNGKF21S","B000052YJX",1
"A3A1JTH4CV3WPE","B000052YJX",5
"A3S73VLN1KOGEY","B000052YJX",5
"AK7CAW3N1XZV6","B000052YJX",4
"AZJ8PVOKAJS5","B000052YJX",5
"A1BUXI30VSG51W","B000052YKI",5
"AS12AOZ971ZF1","B000052YKI",1
"A1PAGHECG401K1","B000052YKM",5
"A2OWR5G2OAQF7C","B000052YKM",5
"A1DC1O4VX6AHPP","B000052YKS",3
"A338VFRN5GUKJK","B000052YKS",2
"AIIZTJHZLV158","B000052YL1",5
"APDHKLU2Z3MDN","B000052YL1",2
"ARC8GAY34APCD","B000052YL1",5
"ASIWJTQBF7FCN","B000052YL1",5
"AK8AN2Z9BP622","B000052YM0",5
"AXYVSHTLWBINI","B000052YM0",5
"A1ROZSS0KIE0CC","B000052YM3",1
"A1VPNNU07W851J","B000052YM3",5
"A255S4FUADBMZ0","B000052YM3",5
"A3FR4QXW7JF15E","B000052YM3",5
"A3O0BXK3SZ6FE0","B000052YM3",4
"A5DVX3B075B09","B000052YM3",5
"AABNY1S6FBLL","B000052YM3",4
"AMP6GGLHAHDAE","B000052YM3",2
"A132ETQPMHQ585","B000052YM4",3
"A1EF37KYK7PRLV","B000052YM4",2
"A1NBK07JEBCFI","B000052YM4",5
"A1V4GGDRXP33TR","B000052YM4",5
"A1ZRD3WNHP8O3T","B000052YM4",4
"A24Y19IQBDHI44","B000052YM4",3
"A2EWHC4E4NJWMI","B000052YM4",5
"A2VOGNBUMXSW13","B000052YM4",3
"A2WJ4LI2MAFPQW","B000052YM4",2
"A3102C5Y6A6YTI","B000052YM4",4
"A38JIIHRVTSNYV","B000052YM4",5
"A3FA78E0G3G4GQ","B000052YM4",5
"A3GRPCW9DG427Z","B000052YM4",5
"A3KQHBGTTSWTZ6","B000052YM4",3
"A3O0BXK3SZ6FE0","B000052YM4",5
"A3OWFKDYCCHA75","B000052YM4",3
"AHKWZ2JMW1YJP","B000052YM4",5
"AMP6GGLHAHDAE","B000052YM4",5
"AMQ1H0VZYCRJU","B000052YM4",5
"AYOMAHLWRQHUG","B000052YM4",5
"A160VWZVLL6O8G","B000052YM7",4
"A18Z7ICRLVHBBP","B000052YM7",5
"A1BZVJF5WSQMEQ","B000052YM7",5
"A1EF37KYK7PRLV","B000052YM7",5
"A1F9Z42CFF9IAY","B000052YM7",5
"A1OK6GRKNHISTG","B000052YM7",5
"A1P99HOPB4LB9I","B000052YM7",5
"A1QFQ5M8PY65NK","B000052YM7",5
"A1RGG9WUQ8ODJQ","B000052YM7",3
"A1S1SSE7HQDZEW","B000052YM7",4
"A1Y34W3HQJQ2RH","B000052YM7",5
"A230CAH5O7B9FQ","B000052YM7",5
"A24Y19IQBDHI44","B000052YM7",5
"A25YUPITJYA5RK","B000052YM7",5
"A2ILV6IPPW6W7I","B000052YM7",2
"A2JP9E1H0SF392","B000052YM7",5
"A2T4RPHVVIO0BV","B000052YM7",5
"A2XOFULHWYHW95","B000052YM7",2
"A30YEJEKR5CQTZ","B000052YM7",2
"A38JIIHRVTSNYV","B000052YM7",5
"A3CGXO38ILDT0D","B000052YM7",2
"A3FA78E0G3G4GQ","B000052YM7",5
"A3FLMF8FG4VPG8","B000052YM7",4
"A3FR4QXW7JF15E","B000052YM7",5
"A3FU4UD3Q105YB","B000052YM7",5
"A3KQHBGTTSWTZ6","B000052YM7",3
"A481GH230UZTR","B000052YM7",3
"AB1TXTH9KT4YM","B000052YM7",3
"ACZ94JB8BFMJ9","B000052YM7",5
"AK7CAW3N1XZV6","B000052YM7",5
"AMP6GGLHAHDAE","B000052YM7",5
"AMUXU4POKNEGG","B000052YM7",2
"APDHKLU2Z3MDN","B000052YM7",4
"ATUXNR3WHD18N","B000052YM7",5
"AUFD1F1DZKLWX","B000052YM7",5
"AUZ8FSNOTA0DN","B000052YM7",5
"A2VOGNBUMXSW13","B000052YM8",3
"A3KMT39SPJ3TOP","B000052YM8",3
"A3OQNWCOITZSSH","B000052YM8",2
"AD9JCXUS7GFXA","B000052YM8",3
"AUFB3GQJV10P0","B000052YM8",4
"A1K6X4W9MRDI3L","B000052YMQ",5
"A22OWLY1J6XEH8","B000052YMQ",4
"A2T0V99GLGXWCM","B000052YMQ",5
"A2ZOTWGLSUPUSM","B000052YMQ",1
"A3M174IC0VXOS2","B000052YMQ",4
"ACR4A8H4J7YNA","B000052YMQ",5
"AQ1F3NP2G15S5","B000052YMQ",5
"ASXPNU896V9I8","B000052YMQ",5
"A146H6A41B26QT","B000052YMR",5
"A1TPW86OHXTXFC","B000052YMR",4
"A2G7B7FKP2O2PU","B000052YMR",5
"A2WQNM3SUHEUV2","B000052YMR",5
"A2XNJJ9TF70P4J","B000052YMR",5
"A2Y4S4CNGKF21S","B000052YMR",1
"A2YQ2ZI65F37N8","B000052YMR",5
"A33AQPJYH7UUXR","B000052YMR",5
"A37MH7ICH80QOX","B000052YMR",4
"A3EPHBMU07LZ50","B000052YMR",5
"A3QNV9LUNM589P","B000052YMR",5
"AD3NIRXC8UN2U","B000052YMR",4
"AFE0AGQT50MBJ","B000052YMR",2
"ASSHPKQBFZPB5","B000052YMR",5
"ASXPNU896V9I8","B000052YMR",5
"A22OWLY1J6XEH8","B000052YMS",5
"A1Y7TIDOJ90CCW","B000052YMX",5
"A2XNJJ9TF70P4J","B000052YMX",1
"A7T2VY28U2IDB","B000052YMX",3
"ASW8UGIJ7JZJY","B000052YMX",3
"A1IIY5JHWE8R95","B000052YN5",3
"A2C58G8O40YC7T","B000052YN5",3
"A7T2VY28U2IDB","B000052YN5",1
"A1H7W2REGQ57LJ","B000052YN6",3
"ALQGOMOY1F5X9","B000052YN7",1
"A14UKINVM3AI5U","B000052YOL",4
"A1ACF7OZ5Z45HX","B000052YOL",5
"A1HBTW5M7ZZ9PT","B000052YOL",4
"A1R1DW5GGE3B5Q","B000052YOL",4
"A20XD3L42TN7KG","B000052YOL",4
"A2J0C6R7VT8YYS","B000052YOL",1
"A2KMRF611D55NA","B000052YOL",5
"A2ONKVCEKZSAE9","B000052YOL",5
"A2TVO3IAWCU0DU","B000052YOL",4
"A3300J9FGXCED4","B000052YOL",4
"A3484X2SGLA9WK","B000052YOL",5
"A3L9VCA591DGDQ","B000052YOL",5
"A3VU2J7G0U35AU","B000052YOL",5
"AAABR1XF7GJRE","B000052YOL",5
"ACZ94JB8BFMJ9","B000052YOL",5
"AM8J1UVGVYAL4","B000052YOL",5
"AOHOB0F87W9V2","B000052YOL",5
"AWGD8WG6ZFM83","B000052YOL",5
"A112TFLXGBF6NI","B000052YOR",3
"A1FCUFVPEPCWIV","B000052YOR",5
"A1ODOGXEYECQQ8","B000052YOR",5
"A234X1MVIMPMMC","B000052YOR",5
"A2GHU8I0P3HFRW","B000052YOR",5
"A2KJQX0MK4E8GY","B000052YOR",5
"A2OWR5G2OAQF7C","B000052YOR",5
"A3K91X9X2ARDOK","B000052YOR",5
"A3NMT0XES7THFR","B000052YOR",5
"A3OBI9T5SQ4GFR","B000052YOR",1
"ACYMT1PL5FO9C","B000052YOR",5
"ADS99W8WMEXZ2","B000052YOR",5
"AS12AOZ971ZF1","B000052YOR",3
"A1HBTW5M7ZZ9PT","B000052YOX",5
"A1LNISCJBDOHXW","B000052YOX",5
"A2C58G8O40YC7T","B000052YOX",4
"A2D3BBD9EQ7KVR","B000052YOX",5
"A2I85TDI7XF3C3","B000052YOX",5
"A2K7V3G4598QRF","B000052YOX",5
"A2SHO1S8OKKOFU","B000052YOX",5
"A324GIXX5SIYGA","B000052YOX",4
"A3315AAN855HYG","B000052YOX",5
"A38Z2QSVGNWWKX","B000052YOX",5
"A3CTOYWB73TMM0","B000052YOX",2
"A3VT6OZGSSDSYX","B000052YOX",4
"A7T2VY28U2IDB","B000052YOX",1
"ALQGOMOY1F5X9","B000052YOX",5
"AS4JFDB695OJG","B000052YOX",5
"A27TQA0XCZUXZY","B000052YP4",5
"A103BJIOJSDJL1","B000052YP6",3
"A16PXQTJ20GO75","B000052YP6",4
"A19KOAGQJUXL18","B000052YP6",5
"A1LX95ESZ0HDYL","B000052YP6",5
"A1RXRJ9DYQBX6V","B000052YP6",2
"A20F84KUBWM88B","B000052YP6",5
"A28BF50ZKM439A","B000052YP6",5
"A2EBR70V6P9W0N","B000052YP6",5
"A2W0O92FZFHJOJ","B000052YP6",4
"A31RULW0KNYJ5H","B000052YP6",5
"A3A3F5N7NZCVMT","B000052YP6",5
"A3AAA7TWTRCXDC","B000052YP6",5
"A3QFSUK2YUO0E6","B000052YP6",2
"A3VU2J7G0U35AU","B000052YP6",5
"AA1JJNJ5VYI97","B000052YP6",5
"AFLRVFIEGJM0G","B000052YP6",5
"AK7CAW3N1XZV6","B000052YP6",3
"AWPN47SSWK1JV","B000052YP6",5
"AX5Y4X8GRVS6V","B000052YP6",5
"A22OWLY1J6XEH8","B000052YQ2",5
"A2FWDBKX76ILA7","B000052YQ2",5
"A2GJX2KCUSR0EI","B000052YQ2",5
"A2WT1H9FGIB9ME","B000052YQ2",5
"A2XNJJ9TF70P4J","B000052YQ2",5
"A337MH4DW79U1N","B000052YQ2",4
"A37IIX7OLELUMT","B000052YQ2",5
"A38JIIHRVTSNYV","B000052YQ2",5
"AP0JEKMYDOL4E","B000052YQ2",5
"APYKGTU0LFICH","B000052YQ2",2
"A1G8MLYQA0N86A","B000052YQN",4
"A25W8AK3G4LUWW","B000052YQN",1
"ACSRICUKSJZ9W","B000052YQN",1
"ARSQ2F9U315WG","B000052YQN",4
"A26I2LD8QJ6ZP9","B000052YQU",5
"ALQGOMOY1F5X9","B000052YQU",4
"A3GR2VKQI53WPK","B000052Z8D",5
"A3N12MEIKIOLNO","B000052Z8D",5
"A24XUWT3SCRAPT","B000052Z9B",5
"A3UE6JAMSEZM9X","B000052Z9F",5
"A27TQA0XCZUXZY","B000052ZB1",5
"A3DHS97DOBZDBW","B000052ZB1",5
"A3M174IC0VXOS2","B000052ZB1",4
"A3N9TOPHBENB9I","B000052ZB1",3
"A17W4YG9W016T1","B000052ZB2",4
"A1Z0LTKUA6F94D","B000052ZB2",5
"A2V5R832QCSOMX","B000052ZB2",4
"A3S73VLN1KOGEY","B000052ZB2",5
"AC1KIJ6OYGVSK","B000052ZB2",3
"AE24ZJRHI2DU8","B000052ZB2",5
"A1ACF7OZ5Z45HX","B000052ZB4",5
"A1GUX6R8DV3ZLY","B000052ZB4",3
"A1IREJVK1WBRXF","B000052ZB4",4
"A1LNISCJBDOHXW","B000052ZB4",5
"A1VWX0NPENPNWR","B000052ZB4",5
"A233UR4B7OT4RR","B000052ZB4",5
"A28GT8K15D0LIS","B000052ZB4",5
"A34KGD6ZYDDVT0","B000052ZB4",5
"A3L6KBGN5EF5PU","B000052ZB4",5
"ACSRICUKSJZ9W","B000052ZB4",1
"ADMPGWBF0BC9W","B000052ZB4",5
"APYKGTU0LFICH","B000052ZB4",4
"AUBKXJYRKGOF4","B000052ZB4",5
"AV6823XS14U41","B000052ZB4",3
"A1IU7S4HCK1XK0","B000052ZBD",5
"A29313797NGT9L","B000052ZBD",4
"A2L4LUQCMWBFVO","B000052ZBD",5
"AYOMAHLWRQHUG","B000052ZBD",5
"A1X1CEGHTHMBL1","B000052ZBH",5
"A3KEZLJ59C1JVH","B000052ZBH",5
"ACD0RUGXM2LTY","B000052ZBH",5
"A1EQL66CVJ80SP","B000052ZBP",5
"A2HY03SSXI0M4G","B000052ZBP",5
"A3CO0ZCKSZVLH5","B000052ZSS",5
"A3M174IC0VXOS2","B000052ZSS",5
"A27GPXG538KWHU","B000052ZTY",5
"A3MBFWZCPDKPC4","B000052ZTY",4
"A3OJJ49VQ1H0MA","B000052ZTY",5
"A1QBOC76MIOJYP","B00005304H",1
"A1W415JP5WEAJK","B00005304H",5
"A1XQ0F01CF84Y3","B00005304H",5
"A1XTE3IHX65GTZ","B00005304H",4
"A1Z54EM24Y40LL","B00005304H",5
"A2PATWWZAXHQYA","B00005304H",5
"A34UVV757IKPVB","B00005304H",1
"A3F8T3BRXRX5P3","B00005304H",5
"A108XP24UESKSV","B0000530ED",5
"A11LZHTXDHSHA8","B0000530ED",1
"A179INDOUL5QY3","B0000530ED",5
"A19KLWTEW9KRJ8","B0000530ED",3
"A1DNXL8BIR5R8R","B0000530ED",5
"A1HD0BF7SJH4CG","B0000530ED",5
"A1MJFTAZUCGNYU","B0000530ED",2
"A1N4ZC9RHQM7A4","B0000530ED",2
"A1O9CRQQT0L4M3","B0000530ED",5
"A1QXWM5P0CT45","B0000530ED",5
"A1VR3AUXR1950S","B0000530ED",5
"A1WA6BR7VO71QQ","B0000530ED",5
"A1WXJ1I42UOQ2V","B0000530ED",2
"A1YRCEF0HM8QVR","B0000530ED",2
"A20HKT7NCHNR65","B0000530ED",5
"A24TCT2CY6KY68","B0000530ED",4
"A256ETJUW8C9BQ","B0000530ED",2
"A2BM3B3243C4H0","B0000530ED",5
"A2BTXDKAS1BWR7","B0000530ED",5
"A2EK2CJNJUF7OQ","B0000530ED",4
"A2GA55P7WGHJCP","B0000530ED",4
"A2HD9JTLRSC9IL","B0000530ED",4
"A2IPC51HL9UUYF","B0000530ED",5
"A2L4LUQCMWBFVO","B0000530ED",5
"A2OIMJEGOCTQ87","B0000530ED",1
"A2ZINXHB3R5QSL","B0000530ED",1
"A2ZJF26DWW28MO","B0000530ED",5
"A32GCOTGFJ9XC3","B0000530ED",3
"A33WY0WQBQK35T","B0000530ED",5
"A3BMI7VGJT60Y7","B0000530ED",2
"A3KO6JEVS1FJ8X","B0000530ED",5
"A3SB0E24F7LK46","B0000530ED",4
"AG1JO6RXU26XI","B0000530ED",5
"AKP50DUJHF675","B0000530ED",4
"AWIF8AR75LL9L","B0000530ED",5
"A1DWLFCCOKUTWF","B0000530EZ",5
"A1QYE76M7E4ZK4","B0000530EZ",5
"A22QOZZLLIMW6I","B0000530EZ",3
"A2R9M9ALI356JU","B0000530EZ",4
"A36WTXJBYS3DB6","B0000530EZ",5
"A3HJ8ZPQN5VR7X","B0000530EZ",1
"A3N65H2Q320Y4H","B0000530EZ",3
"A3TIB9Q7IJ064H","B0000530EZ",5
"A3U5JCXIXTGSLN","B0000530EZ",1
"AFNE6AFYU3ZVD","B0000530EZ",5
"AFWDWPACTUW83","B0000530EZ",5
"AUBKXJYRKGOF4","B0000530EZ",4
"AYD5G172A3CDP","B0000530EZ",4
"A1TCMZLBHXJU4","B0000530LP",5
"A22OWLY1J6XEH8","B0000530LP",5
"A3E6C0OWUUPSPL","B0000530LP",5
"A3NK6P0QFDUZL2","B0000530LP",3
"AKMEY1BSHSDG7","B0000530LP",1
"A2OYOVE5A5TJ9K","B0000530O9",5
"A2S7YBFPZX1IGQ","B0000530O9",4
"A3RNP5X8ZGZIEI","B0000530O9",1
"AS4JFDB695OJG","B0000530O9",5
"A1X5VVJP78U81E","B0000531GD",3
"A1YLLARX683DKC","B0000531GD",5
"A2HMP5LYU0BF6B","B0000531GD",4
"A2YJQPNNAAK5KC","B0000531GD",3
"ALS9E01HVAVNM","B0000531GD",5
"A1UBXJQ4Y434G1","B0000531GV",5
"A69ZX7310T8KY","B0000531GV",2
"A1X5VVJP78U81E","B0000531II",4
"A3RGN75LHYAG8U","B0000531II",5
"A2OMZ8QPFZQBO4","B0000531NU",1
"A2U8QA856AC193","B0000531NU",5
"A324GIXX5SIYGA","B0000531NU",3
"A3DL3QEI1CWYWQ","B0000531NU",5
"A1HOPKK8E3MIX6","B0000531SW",5
"A1I82T8CMZSQYZ","B0000531SW",2
"A22KMCKYE5KQ2X","B0000531SW",3
"A2H0G0L0E6DPCA","B0000531SW",5
"A39B0OLY1BW17P","B0000531SW",5
"AB0J19NZ2SD70","B0000531SW",5
"A158CH42BGFN68","B0000531WM",5
"A2TS77S3W0U36U","B0000531WM",5
"A1ONZ8JRPLBNUI","B0000531WZ",5
"A1X5VVJP78U81E","B0000531WZ",2
"A22J0NRBF5PV","B0000531WZ",4
"A28SSJC914FFS0","B0000531WZ",2
"A29J95UBFWESG4","B0000531WZ",5
"A2BUJNRUG1857K","B0000531WZ",5
"A2CCYTJQNBHFA0","B0000531WZ",5
"A2I85TDI7XF3C3","B0000531WZ",5
"A2Z4PQJNA2EA1O","B0000531WZ",5
"A8TWSBLUYJR0U","B0000531WZ",5
"AG7Q23Q5YHPE7","B0000531WZ",4
"A28BSV6KDF862D","B00005321Z",3
"A2VAWEULL019JO","B00005321Z",1
"A3FLMF8FG4VPG8","B00005321Z",5
"A28VT9GQLOIX8P","B0000532AN",2
"A3PAIMC1MVFOU8","B0000532AN",5
"A18Z7ICRLVHBBP","B0000532YN",5
"A19AZMPE5ICZ9","B00005333G",4
"A2R9M9ALI356JU","B00005333G",4
"A68J3YO34TUOV","B00005333G",4
"A13ID9WFEHVS0K","B0000533CC",5
"A1DH3QDZX8Z7GO","B0000533CC",4
"A2G35B0XBEVQTC","B0000533CC",5
"A2Y4S4CNGKF21S","B0000533CC",1
"A3EN1BBHJ7MU9X","B0000533CC",4
"A2KTKS0BIV5R25","B0000534VO",4
"A2PATWWZAXHQYA","B0000534VO",3
"A3S96B2GBP04N2","B0000534VO",5
"AB1TXTH9KT4YM","B0000534VO",4
"A2HP2KYIXS7GX4","B0000535CH",5
"A2SIWGIOBLG6YV","B0000535CH",3
"A2T776YAECXDN9","B0000535CH",3
"A325D8R2FD4EWL","B0000535CH",5
"A3ICPNCVHGHJSZ","B0000535CH",5
"AVFRYVXYKOMWU","B0000535CH",5
"AZJ8PVOKAJS5","B0000535CH",3
"A1BM7SFYKDAHPQ","B0000535OF",5
"A2XOFULHWYHW95","B0000535OF",5
"AMP6GGLHAHDAE","B0000535OF",3
"A17SCCJJIS7IG1","B0000535RA",3
"A1FO0654MATGUP","B0000535RA",1
"A1YKFFAJ74HXOA","B0000535RA",2
"A281NPSIMI1C2R","B0000535RA",5
"A31304ZQ73RM1D","B0000535RA",4
"A3F4C09LC2C0DT","B0000535RA",2
"A3J51P9U9UGWM6","B0000535RA",5
"AFLRVFIEGJM0G","B0000535RA",4
"ANXT431V3MW4Z","B0000535RA",3
"A1IREJVK1WBRXF","B0000535RC",3
"A23HGW146BE5OC","B0000535RC",4
"A2G35B0XBEVQTC","B0000535RC",5
"A2GJX2KCUSR0EI","B0000535RC",5
"A3NMT0XES7THFR","B0000535RC",5
"A117FC349SBSFK","B0000535RD",4
"A17SCCJJIS7IG1","B0000535RD",4
"A1MRLJGRZHWJKK","B0000535RD",3
"A1O229NVVDJUX2","B0000535RD",5
"A1RQA300MOSSM7","B0000535RD",4
"A25TG3UMU0VYPW","B0000535RD",3
"A27UE9HJRZ22YI","B0000535RD",5
"A28GT8K15D0LIS","B0000535RD",5
"A2C58G8O40YC7T","B0000535RD",4
"A2GJX2KCUSR0EI","B0000535RD",5
"A2T4RPHVVIO0BV","B0000535RD",5
"A3A7T0F3CPX6VQ","B0000535RD",4
"A3OQNWCOITZSSH","B0000535RD",4
"A7FFDLHS5X67T","B0000535RD",3
"ACSRICUKSJZ9W","B0000535RD",2
"AS12AOZ971ZF1","B0000535RD",5
"AV6823XS14U41","B0000535RD",3
"AWXNJ01KHLU3B","B0000535RD",4
"A1GP64OFRUNIM9","B0000535U2",5
"A281NPSIMI1C2R","B0000535U2",5
"A2UDLXO1U8N9QS","B0000535U2",5
"A3JS331R4TEBB8","B0000535U2",5
"A3M174IC0VXOS2","B0000535U2",4
"A39TFW3VSUVULK","B0000535UA",5
"A3FR4QXW7JF15E","B0000535UA",5
"A3LAYCTGSO1IQR","B0000535UA",5
"AYD5G172A3CDP","B0000535UA",1
"A233UR4B7OT4RR","B0000535UM",2
"A281NPSIMI1C2R","B0000535UM",5
"A3091RP0SPZLMN","B0000535UM",5
"A281NPSIMI1C2R","B0000535UN",5
"A3091RP0SPZLMN","B0000535UN",5
